Age,Height,Weight,Bmi,BmiClass
26,1.7,75.6,26.15916955017301,2
36,1.75,85.8,28.016326530612243,2
46,1.8,95.9,29.598765432098766,2
17,1.67,68.0,24.38237297859371,1
27,1.72,78.2,26.433207138994053,2
37,1.77,88.3,28.18474895464266,2
47,1.82,98.4,29.70655717908465,2
18,1.69,70.5,24.684009663527192,1
28,1.74,80.8,26.68780552252609,2
38,1.79,90.9,28.369901064261416,2
48,1.84,101.0,29.832230623818525,2
19,1.7,73.0,25.25951557093426,2
29,1.76,83.3,26.891787190082646,2
39,1.81,93.5,28.540032355544703,2
49,1.86,104.6,30.23470921493814,3
20,1.72,75.6,25.554353704705246,2
30,1.78,85.7,27.04835248074738,2
40,1.83,96.1,28.695989727970375,2
50,1.88,107.2,30.33046627433228,3
21,1.74,78.1,25.79601004095653,2
31,1.8,88.2,27.22222222222222,2
41,1.85,98.7,28.838568298027756,2
22,1.76,80.7,26.052427685950416,2
32,1.82,90.6,27.351769110010864,2
42,1.87,101.3,28.96851497040235,2
23,1.78,83.3,26.29087236460043,2
33,1.84,93.1,27.498818525519845,2
43,1.89,104.0,29.114526469023826,2
24,1.8,85.8,26.481481481481477,2
34,1.86,95.7,27.66215747485258,2
44,1.91,106.9,29.302924810175163,2
25,1.82,88.4,26.687598116169543,2
35,1.88,98.5,27.868945224083298,2
45,1.93,109.9,29.504147762356038,2
